Category,Genus,Species,Subspecies,Common Name,Number of Donors,Total Number of Samples,Number of Oligosaccharides Identified,Analytical Method,1st Author,Year,PubMed ID,DOI,Link,Oligosaccharides
Human,Homo,sapien,,Human,Review,Review,164,Review,Urashima,2018,,10.4052/tigg.1734.1SE,https://www.jstage.jst.go.jp/article/tigg/30/172/30_1734.1SE/_article,4_2_0_1_0d
Human,Homo,sapien,,Human,Review,Review,164,Review,Urashima,2018,,10.4052/tigg.1734.1SE,https://www.jstage.jst.go.jp/article/tigg/30/172/30_1734.1SE/_article,4_2_0_1_0g
Human,Homo,sapien,,Human,Review,Review,164,Review,Urashima,2018,,10.4052/tigg.1734.1SE,https://www.jstage.jst.go.jp/article/tigg/30/172/30_1734.1SE/_article,4_2_0_1_0h
Human,Homo,sapien,,Human,Review,Review,164,Review,Urashima,2018,,10.4052/tigg.1734.1SE,https://www.jstage.jst.go.jp/article/tigg/30/172/30_1734.1SE/_article,4_2_0_2_0g
Human,Homo,sapien,,Human,Review,Review,164,Review,Urashima,2018,,10.4052/tigg.1734.1SE,https://www.jstage.jst.go.jp/article/tigg/30/172/30_1734.1SE/_article,4_2_0_2_0h
Human,Homo,sapien,,Human,Review,Review,164,Review,Urashima,2018,,10.4052/tigg.1734.1SE,https://www.jstage.jst.go.jp/article/tigg/30/172/30_1734.1SE/_article,4_2_0_2_0a
Human,Homo,sapien,,Human,Review,Review,164,Review,Urashima,2018,,10.4052/tigg.1734.1SE,https://www.jstage.jst.go.jp/article/tigg/30/172/30_1734.1SE/_article,4_2_0_3_0a
Human,Homo,sapien,,Human,Review,Review,164,Review,Urashima,2018,,10.4052/tigg.1734.1SE,https://www.jstage.jst.go.jp/article/tigg/30/172/30_1734.1SE/_article,4_2_1_0_0a
Human,Homo,sapien,,Human,Review,Review,164,Review,Urashima,2018,,10.4052/tigg.1734.1SE,https://www.jstage.jst.go.jp/article/tigg/30/172/30_1734.1SE/_article,4_2_1_0_0b
Human,Homo,sapien,,Human,Review,Review,164,Review,Urashima,2018,,10.4052/tigg.1734.1SE,https://www.jstage.jst.go.jp/article/tigg/30/172/30_1734.1SE/_article,4_2_1_0_0c
Human,Homo,sapien,,Human,Review,Review,164,Review,Urashima,2018,,10.4052/tigg.1734.1SE,https://www.jstage.jst.go.jp/article/tigg/30/172/30_1734.1SE/_article,4_2_1_0_0d
Human,Homo,sapien,,Human,Review,Review,164,Review,Urashima,2018,,10.4052/tigg.1734.1SE,https://www.jstage.jst.go.jp/article/tigg/30/172/30_1734.1SE/_article,4_2_1_0_0g
Human,Homo,sapien,,Human,Review,Review,164,Review,Urashima,2018,,10.4052/tigg.1734.1SE,https://www.jstage.jst.go.jp/article/tigg/30/172/30_1734.1SE/_article,4_2_1_0_0h
Human,Homo,sapien,,Human,Review,Review,164,Review,Urashima,2018,,10.4052/tigg.1734.1SE,https://www.jstage.jst.go.jp/article/tigg/30/172/30_1734.1SE/_article,4_2_1_0_0n
Human,Homo,sapien,,Human,Review,Review,164,Review,Urashima,2018,,10.4052/tigg.1734.1SE,https://www.jstage.jst.go.jp/article/tigg/30/172/30_1734.1SE/_article,4_2_1_0_0q
Human,Homo,sapien,,Human,Review,Review,164,Review,Urashima,2018,,10.4052/tigg.1734.1SE,https://www.jstage.jst.go.jp/article/tigg/30/172/30_1734.1SE/_article,4_2_1_1_0c
Human,Homo,sapien,,Human,Review,Review,164,Review,Urashima,2018,,10.4052/tigg.1734.1SE,https://www.jstage.jst.go.jp/article/tigg/30/172/30_1734.1SE/_article,4_2_1_1_0e
Human,Homo,sapien,,Human,Review,Review,164,Review,Urashima,2018,,10.4052/tigg.1734.1SE,https://www.jstage.jst.go.jp/article/tigg/30/172/30_1734.1SE/_article,4_2_1_1_0f
Human,Homo,sapien,,Human,Review,Review,164,Review,Urashima,2018,,10.4052/tigg.1734.1SE,https://www.jstage.jst.go.jp/article/tigg/30/172/30_1734.1SE/_article,4_2_1_1_0i
Human,Homo,sapien,,Human,Review,Review,164,Review,Urashima,2018,,10.4052/tigg.1734.1SE,https://www.jstage.jst.go.jp/article/tigg/30/172/30_1734.1SE/_article,4_2_1_1_0j
Human,Homo,sapien,,Human,Review,Review,164,Review,Urashima,2018,,10.4052/tigg.1734.1SE,https://www.jstage.jst.go.jp/article/tigg/30/172/30_1734.1SE/_article,4_2_1_1_0k
Human,Homo,sapien,,Human,Review,Review,164,Review,Urashima,2018,,10.4052/tigg.1734.1SE,https://www.jstage.jst.go.jp/article/tigg/30/172/30_1734.1SE/_article,4_2_1_1_0o
Human,Homo,sapien,,Human,Review,Review,164,Review,Urashima,2018,,10.4052/tigg.1734.1SE,https://www.jstage.jst.go.jp/article/tigg/30/172/30_1734.1SE/_article,4_2_1_1_0p
Human,Homo,sapien,,Human,Review,Review,164,Review,Urashima,2018,,10.4052/tigg.1734.1SE,https://www.jstage.jst.go.jp/article/tigg/30/172/30_1734.1SE/_article,4_2_1_1_0q
Human,Homo,sapien,,Human,Review,Review,164,Review,Urashima,2018,,10.4052/tigg.1734.1SE,https://www.jstage.jst.go.jp/article/tigg/30/172/30_1734.1SE/_article,4_2_1_2_0c
Human,Homo,sapien,,Human,Review,Review,164,Review,Urashima,2018,,10.4052/tigg.1734.1SE,https://www.jstage.jst.go.jp/article/tigg/30/172/30_1734.1SE/_article,4_2_1_2_0d
Human,Homo,sapien,,Human,Review,Review,164,Review,Urashima,2018,,10.4052/tigg.1734.1SE,https://www.jstage.jst.go.jp/article/tigg/30/172/30_1734.1SE/_article,4_2_1_2_0e
Human,Homo,sapien,,Human,Review,Review,164,Review,Urashima,2018,,10.4052/tigg.1734.1SE,https://www.jstage.jst.go.jp/article/tigg/30/172/30_1734.1SE/_article,4_2_1_2_0j
Human,Homo,sapien,,Human,Review,Review,164,Review,Urashima,2018,,10.4052/tigg.1734.1SE,https://www.jstage.jst.go.jp/article/tigg/30/172/30_1734.1SE/_article,4_2_2_0_0b
Human,Homo,sapien,,Human,Review,Review,164,Review,Urashima,2018,,10.4052/tigg.1734.1SE,https://www.jstage.jst.go.jp/article/tigg/30/172/30_1734.1SE/_article,4_2_2_0_0c
Human,Homo,sapien,,Human,Review,Review,164,Review,Urashima,2018,,10.4052/tigg.1734.1SE,https://www.jstage.jst.go.jp/article/tigg/30/172/30_1734.1SE/_article,4_2_2_0_0d
Human,Homo,sapien,,Human,Review,Review,164,Review,Urashima,2018,,10.4052/tigg.1734.1SE,https://www.jstage.jst.go.jp/article/tigg/30/172/30_1734.1SE/_article,4_2_2_0_0j
Human,Homo,sapien,,Human,Review,Review,164,Review,Urashima,2018,,10.4052/tigg.1734.1SE,https://www.jstage.jst.go.jp/article/tigg/30/172/30_1734.1SE/_article,4_2_2_0_0k
Human,Homo,sapien,,Human,Review,Review,164,Review,Urashima,2018,,10.4052/tigg.1734.1SE,https://www.jstage.jst.go.jp/article/tigg/30/172/30_1734.1SE/_article,4_2_2_0_0l
Human,Homo,sapien,,Human,Review,Review,164,Review,Urashima,2018,,10.4052/tigg.1734.1SE,https://www.jstage.jst.go.jp/article/tigg/30/172/30_1734.1SE/_article,4_2_2_0_0m
Human,Homo,sapien,,Human,Review,Review,164,Review,Urashima,2018,,10.4052/tigg.1734.1SE,https://www.jstage.jst.go.jp/article/tigg/30/172/30_1734.1SE/_article,4_2_2_1_0e
Human,Homo,sapien,,Human,Review,Review,164,Review,Urashima,2018,,10.4052/tigg.1734.1SE,https://www.jstage.jst.go.jp/article/tigg/30/172/30_1734.1SE/_article,4_2_2_1_0l
Human,Homo,sapien,,Human,Review,Review,164,Review,Urashima,2018,,10.4052/tigg.1734.1SE,https://www.jstage.jst.go.jp/article/tigg/30/172/30_1734.1SE/_article,4_2_2_1_0m
Human,Homo,sapien,,Human,Review,Review,164,Review,Urashima,2018,,10.4052/tigg.1734.1SE,https://www.jstage.jst.go.jp/article/tigg/30/172/30_1734.1SE/_article,4_2_2_1_0n
Human,Homo,sapien,,Human,Review,Review,164,Review,Urashima,2018,,10.4052/tigg.1734.1SE,https://www.jstage.jst.go.jp/article/tigg/30/172/30_1734.1SE/_article,4_2_3_0_0a
Human,Homo,sapien,,Human,Review,Review,164,Review,Urashima,2018,,10.4052/tigg.1734.1SE,https://www.jstage.jst.go.jp/article/tigg/30/172/30_1734.1SE/_article,4_2_3_0_0c
Human,Homo,sapien,,Human,Review,Review,164,Review,Urashima,2018,,10.4052/tigg.1734.1SE,https://www.jstage.jst.go.jp/article/tigg/30/172/30_1734.1SE/_article,4_2_3_0_0f
Human,Homo,sapien,,Human,Review,Review,164,Review,Urashima,2018,,10.4052/tigg.1734.1SE,https://www.jstage.jst.go.jp/article/tigg/30/172/30_1734.1SE/_article,4_2_3_0_0g
Human,Homo,sapien,,Human,Review,Review,164,Review,Urashima,2018,,10.4052/tigg.1734.1SE,https://www.jstage.jst.go.jp/article/tigg/30/172/30_1734.1SE/_article,4_2_3_0_0h
Human,Homo,sapien,,Human,Review,Review,164,Review,Urashima,2018,,10.4052/tigg.1734.1SE,https://www.jstage.jst.go.jp/article/tigg/30/172/30_1734.1SE/_article,5_2_3_0_0b
Human,Homo,sapien,,Human,Review,Review,164,Review,Urashima,2018,,10.4052/tigg.1734.1SE,https://www.jstage.jst.go.jp/article/tigg/30/172/30_1734.1SE/_article,5_2_3_0_0c
Human,Homo,sapien,,Human,Review,Review,164,Review,Urashima,2018,,10.4052/tigg.1734.1SE,https://www.jstage.jst.go.jp/article/tigg/30/172/30_1734.1SE/_article,5_2_3_0_0n
Human,Homo,sapien,,Human,Review,Review,164,Review,Urashima,2018,,10.4052/tigg.1734.1SE,https://www.jstage.jst.go.jp/article/tigg/30/172/30_1734.1SE/_article,5_2_3_0_0o
Human,Homo,sapien,,Human,Review,Review,164,Review,Urashima,2018,,10.4052/tigg.1734.1SE,https://www.jstage.jst.go.jp/article/tigg/30/172/30_1734.1SE/_article,5_2_3_0_0p
Human,Homo,sapien,,Human,Review,Review,164,Review,Urashima,2018,,10.4052/tigg.1734.1SE,https://www.jstage.jst.go.jp/article/tigg/30/172/30_1734.1SE/_article,5_2_3_0_0s
Human,Homo,sapien,,Human,Review,Review,164,Review,Urashima,2018,,10.4052/tigg.1734.1SE,https://www.jstage.jst.go.jp/article/tigg/30/172/30_1734.1SE/_article,5_2_3_0_0t
Human,Homo,sapien,,Human,Review,Review,164,Review,Urashima,2018,,10.4052/tigg.1734.1SE,https://www.jstage.jst.go.jp/article/tigg/30/172/30_1734.1SE/_article,5_2_3_0_0u
Human,Homo,sapien,,Human,Review,Review,164,Review,Urashima,2018,,10.4052/tigg.1734.1SE,https://www.jstage.jst.go.jp/article/tigg/30/172/30_1734.1SE/_article,5_2_3_0_0v
Human,Homo,sapien,,Human,Review,Review,164,Review,Urashima,2018,,10.4052/tigg.1734.1SE,https://www.jstage.jst.go.jp/article/tigg/30/172/30_1734.1SE/_article,5_2_3_0_0w
Human,Homo,sapien,,Human,Review,Review,164,Review,Urashima,2018,,10.4052/tigg.1734.1SE,https://www.jstage.jst.go.jp/article/tigg/30/172/30_1734.1SE/_article,5_3_0_0_0e
Human,Homo,sapien,,Human,Review,Review,164,Review,Urashima,2018,,10.4052/tigg.1734.1SE,https://www.jstage.jst.go.jp/article/tigg/30/172/30_1734.1SE/_article,5_3_0_0_0i
Human,Homo,sapien,,Human,Review,Review,164,Review,Urashima,2018,,10.4052/tigg.1734.1SE,https://www.jstage.jst.go.jp/article/tigg/30/172/30_1734.1SE/_article,5_3_0_1_0a
Human,Homo,sapien,,Human,Review,Review,164,Review,Urashima,2018,,10.4052/tigg.1734.1SE,https://www.jstage.jst.go.jp/article/tigg/30/172/30_1734.1SE/_article,5_3_1_0_0a
Human,Homo,sapien,,Human,Review,Review,164,Review,Urashima,2018,,10.4052/tigg.1734.1SE,https://www.jstage.jst.go.jp/article/tigg/30/172/30_1734.1SE/_article,5_3_1_0_0b
Human,Homo,sapien,,Human,Review,Review,164,Review,Urashima,2018,,10.4052/tigg.1734.1SE,https://www.jstage.jst.go.jp/article/tigg/30/172/30_1734.1SE/_article,5_3_1_0_0c
Human,Homo,sapien,,Human,Review,Review,164,Review,Urashima,2018,,10.4052/tigg.1734.1SE,https://www.jstage.jst.go.jp/article/tigg/30/172/30_1734.1SE/_article,5_3_1_0_0d
Human,Homo,sapien,,Human,Review,Review,164,Review,Urashima,2018,,10.4052/tigg.1734.1SE,https://www.jstage.jst.go.jp/article/tigg/30/172/30_1734.1SE/_article,5_3_1_0_0f
Human,Homo,sapien,,Human,Review,Review,164,Review,Urashima,2018,,10.4052/tigg.1734.1SE,https://www.jstage.jst.go.jp/article/tigg/30/172/30_1734.1SE/_article,5_3_1_0_0g
Human,Homo,sapien,,Human,Review,Review,164,Review,Urashima,2018,,10.4052/tigg.1734.1SE,https://www.jstage.jst.go.jp/article/tigg/30/172/30_1734.1SE/_article,5_3_1_0_0h
Human,Homo,sapien,,Human,Review,Review,164,Review,Urashima,2018,,10.4052/tigg.1734.1SE,https://www.jstage.jst.go.jp/article/tigg/30/172/30_1734.1SE/_article,5_3_1_0_0i
Human,Homo,sapien,,Human,Review,Review,164,Review,Urashima,2018,,10.4052/tigg.1734.1SE,https://www.jstage.jst.go.jp/article/tigg/30/172/30_1734.1SE/_article,5_3_1_0_0j
Human,Homo,sapien,,Human,Review,Review,164,Review,Urashima,2018,,10.4052/tigg.1734.1SE,https://www.jstage.jst.go.jp/article/tigg/30/172/30_1734.1SE/_article,5_3_1_1_0a
Human,Homo,sapien,,Human,Review,Review,164,Review,Urashima,2018,,10.4052/tigg.1734.1SE,https://www.jstage.jst.go.jp/article/tigg/30/172/30_1734.1SE/_article,5_3_1_1_0b
Human,Homo,sapien,,Human,Review,Review,164,Review,Urashima,2018,,10.4052/tigg.1734.1SE,https://www.jstage.jst.go.jp/article/tigg/30/172/30_1734.1SE/_article,5_3_1_1_0c
Human,Homo,sapien,,Human,Review,Review,164,Review,Urashima,2018,,10.4052/tigg.1734.1SE,https://www.jstage.jst.go.jp/article/tigg/30/172/30_1734.1SE/_article,5_3_2_0_0a
Human,Homo,sapien,,Human,Review,Review,164,Review,Urashima,2018,,10.4052/tigg.1734.1SE,https://www.jstage.jst.go.jp/article/tigg/30/172/30_1734.1SE/_article,5_3_2_0_0d
Human,Homo,sapien,,Human,Review,Review,164,Review,Urashima,2018,,10.4052/tigg.1734.1SE,https://www.jstage.jst.go.jp/article/tigg/30/172/30_1734.1SE/_article,5_3_2_0_0m
Human,Homo,sapien,,Human,Review,Review,164,Review,Urashima,2018,,10.4052/tigg.1734.1SE,https://www.jstage.jst.go.jp/article/tigg/30/172/30_1734.1SE/_article,5_3_2_0_0q
Human,Homo,sapien,,Human,Review,Review,164,Review,Urashima,2018,,10.4052/tigg.1734.1SE,https://www.jstage.jst.go.jp/article/tigg/30/172/30_1734.1SE/_article,5_3_2_0_0r
Human,Homo,sapien,,Human,Review,Review,164,Review,Urashima,2018,,10.4052/tigg.1734.1SE,https://www.jstage.jst.go.jp/article/tigg/30/172/30_1734.1SE/_article,5_3_2_1_0b
Human,Homo,sapien,,Human,Review,Review,164,Review,Urashima,2018,,10.4052/tigg.1734.1SE,https://www.jstage.jst.go.jp/article/tigg/30/172/30_1734.1SE/_article,5_3_2_1_0c
Human,Homo,sapien,,Human,Review,Review,164,Review,Urashima,2018,,10.4052/tigg.1734.1SE,https://www.jstage.jst.go.jp/article/tigg/30/172/30_1734.1SE/_article,5_3_2_1_0d
Human,Homo,sapien,,Human,Review,Review,164,Review,Urashima,2018,,10.4052/tigg.1734.1SE,https://www.jstage.jst.go.jp/article/tigg/30/172/30_1734.1SE/_article,5_3_2_1_0e
Human,Homo,sapien,,Human,Review,Review,164,Review,Urashima,2018,,10.4052/tigg.1734.1SE,https://www.jstage.jst.go.jp/article/tigg/30/172/30_1734.1SE/_article,5_3_2_1_0f
Human,Homo,sapien,,Human,Review,Review,164,Review,Urashima,2018,,10.4052/tigg.1734.1SE,https://www.jstage.jst.go.jp/article/tigg/30/172/30_1734.1SE/_article,5_3_3_0_0a
Human,Homo,sapien,,Human,Review,Review,164,Review,Urashima,2018,,10.4052/tigg.1734.1SE,https://www.jstage.jst.go.jp/article/tigg/30/172/30_1734.1SE/_article,5_3_3_0_0c
Human,Homo,sapien,,Human,Review,Review,164,Review,Urashima,2018,,10.4052/tigg.1734.1SE,https://www.jstage.jst.go.jp/article/tigg/30/172/30_1734.1SE/_article,5_3_3_0_0d
Human,Homo,sapien,,Human,Review,Review,164,Review,Urashima,2018,,10.4052/tigg.1734.1SE,https://www.jstage.jst.go.jp/article/tigg/30/172/30_1734.1SE/_article,5_3_3_0_0g
Human,Homo,sapien,,Human,Review,Review,164,Review,Urashima,2018,,10.4052/tigg.1734.1SE,https://www.jstage.jst.go.jp/article/tigg/30/172/30_1734.1SE/_article,5_3_3_0_0h
Human,Homo,sapien,,Human,Review,Review,164,Review,Urashima,2018,,10.4052/tigg.1734.1SE,https://www.jstage.jst.go.jp/article/tigg/30/172/30_1734.1SE/_article,5_3_3_0_0i
Human,Homo,sapien,,Human,Review,Review,164,Review,Urashima,2018,,10.4052/tigg.1734.1SE,https://www.jstage.jst.go.jp/article/tigg/30/172/30_1734.1SE/_article,5_3_3_0_0j
Human,Homo,sapien,,Human,Review,Review,164,Review,Urashima,2018,,10.4052/tigg.1734.1SE,https://www.jstage.jst.go.jp/article/tigg/30/172/30_1734.1SE/_article,5_3_3_0_0k
Human,Homo,sapien,,Human,Review,Review,164,Review,Urashima,2018,,10.4052/tigg.1734.1SE,https://www.jstage.jst.go.jp/article/tigg/30/172/30_1734.1SE/_article,5_3_3_1_0a
Human,Homo,sapien,,Human,Review,Review,164,Review,Urashima,2018,,10.4052/tigg.1734.1SE,https://www.jstage.jst.go.jp/article/tigg/30/172/30_1734.1SE/_article,5_3_3_1_0b
Human,Homo,sapien,,Human,Review,Review,164,Review,Urashima,2018,,10.4052/tigg.1734.1SE,https://www.jstage.jst.go.jp/article/tigg/30/172/30_1734.1SE/_article,5_3_4_0_0a
Human,Homo,sapien,,Human,Review,Review,164,Review,Urashima,2018,,10.4052/tigg.1734.1SE,https://www.jstage.jst.go.jp/article/tigg/30/172/30_1734.1SE/_article,5_3_4_0_0b
Human,Homo,sapien,,Human,Review,Review,164,Review,Urashima,2018,,10.4052/tigg.1734.1SE,https://www.jstage.jst.go.jp/article/tigg/30/172/30_1734.1SE/_article,5_3_5_0_0a
Human,Homo,sapien,,Human,Review,Review,164,Review,Urashima,2018,,10.4052/tigg.1734.1SE,https://www.jstage.jst.go.jp/article/tigg/30/172/30_1734.1SE/_article,6_4_0_0_0b
Human,Homo,sapien,,Human,Review,Review,164,Review,Urashima,2018,,10.4052/tigg.1734.1SE,https://www.jstage.jst.go.jp/article/tigg/30/172/30_1734.1SE/_article,6_4_0_0_0e
Human,Homo,sapien,,Human,Review,Review,164,Review,Urashima,2018,,10.4052/tigg.1734.1SE,https://www.jstage.jst.go.jp/article/tigg/30/172/30_1734.1SE/_article,6_4_0_1_0a
Human,Homo,sapien,,Human,Review,Review,164,Review,Urashima,2018,,10.4052/tigg.1734.1SE,https://www.jstage.jst.go.jp/article/tigg/30/172/30_1734.1SE/_article,6_4_1_0_0d
Human,Homo,sapien,,Human,Review,Review,164,Review,Urashima,2018,,10.4052/tigg.1734.1SE,https://www.jstage.jst.go.jp/article/tigg/30/172/30_1734.1SE/_article,6_4_1_0_0e
Human,Homo,sapien,,Human,Review,Review,164,Review,Urashima,2018,,10.4052/tigg.1734.1SE,https://www.jstage.jst.go.jp/article/tigg/30/172/30_1734.1SE/_article,6_4_1_0_0g
Human,Homo,sapien,,Human,Review,Review,164,Review,Urashima,2018,,10.4052/tigg.1734.1SE,https://www.jstage.jst.go.jp/article/tigg/30/172/30_1734.1SE/_article,6_4_1_0_0h
Human,Homo,sapien,,Human,Review,Review,164,Review,Urashima,2018,,10.4052/tigg.1734.1SE,https://www.jstage.jst.go.jp/article/tigg/30/172/30_1734.1SE/_article,6_4_2_0_0e
Human,Homo,sapien,,Human,Review,Review,164,Review,Urashima,2018,,10.4052/tigg.1734.1SE,https://www.jstage.jst.go.jp/article/tigg/30/172/30_1734.1SE/_article,6_4_2_0_0f
Human,Homo,sapien,,Human,Review,Review,164,Review,Urashima,2018,,10.4052/tigg.1734.1SE,https://www.jstage.jst.go.jp/article/tigg/30/172/30_1734.1SE/_article,6_4_2_0_0g
Human,Homo,sapien,,Human,Review,Review,164,Review,Urashima,2018,,10.4052/tigg.1734.1SE,https://www.jstage.jst.go.jp/article/tigg/30/172/30_1734.1SE/_article,6_4_2_0_0h
Human,Homo,sapien,,Human,Review,Review,164,Review,Urashima,2018,,10.4052/tigg.1734.1SE,https://www.jstage.jst.go.jp/article/tigg/30/172/30_1734.1SE/_article,6_4_2_0_0i
Human,Homo,sapien,,Human,Review,Review,164,Review,Urashima,2018,,10.4052/tigg.1734.1SE,https://www.jstage.jst.go.jp/article/tigg/30/172/30_1734.1SE/_article,6_4_2_0_0j
Human,Homo,sapien,,Human,Review,Review,164,Review,Urashima,2018,,10.4052/tigg.1734.1SE,https://www.jstage.jst.go.jp/article/tigg/30/172/30_1734.1SE/_article,6_4_2_0_0k
Human,Homo,sapien,,Human,Review,Review,164,Review,Urashima,2018,,10.4052/tigg.1734.1SE,https://www.jstage.jst.go.jp/article/tigg/30/172/30_1734.1SE/_article,6_4_2_0_0m
Human,Homo,sapien,,Human,Review,Review,164,Review,Urashima,2018,,10.4052/tigg.1734.1SE,https://www.jstage.jst.go.jp/article/tigg/30/172/30_1734.1SE/_article,6_4_2_0_0n
Human,Homo,sapien,,Human,Review,Review,164,Review,Urashima,2018,,10.4052/tigg.1734.1SE,https://www.jstage.jst.go.jp/article/tigg/30/172/30_1734.1SE/_article,6_4_2_0_0o
Human,Homo,sapien,,Human,Review,Review,164,Review,Urashima,2018,,10.4052/tigg.1734.1SE,https://www.jstage.jst.go.jp/article/tigg/30/172/30_1734.1SE/_article,6_4_3_0_0a
Human,Homo,sapien,,Human,Review,Review,164,Review,Urashima,2018,,10.4052/tigg.1734.1SE,https://www.jstage.jst.go.jp/article/tigg/30/172/30_1734.1SE/_article,6_4_3_0_0c
Human,Homo,sapien,,Human,Review,Review,164,Review,Urashima,2018,,10.4052/tigg.1734.1SE,https://www.jstage.jst.go.jp/article/tigg/30/172/30_1734.1SE/_article,6_4_3_0_0f
Human,Homo,sapien,,Human,Review,Review,164,Review,Urashima,2018,,10.4052/tigg.1734.1SE,https://www.jstage.jst.go.jp/article/tigg/30/172/30_1734.1SE/_article,6_4_3_0_0g
Human,Homo,sapien,,Human,Review,Review,164,Review,Urashima,2018,,10.4052/tigg.1734.1SE,https://www.jstage.jst.go.jp/article/tigg/30/172/30_1734.1SE/_article,6_4_3_0_0h
Human,Homo,sapien,,Human,Review,Review,164,Review,Urashima,2018,,10.4052/tigg.1734.1SE,https://www.jstage.jst.go.jp/article/tigg/30/172/30_1734.1SE/_article,6_4_3_0_0i
Human,Homo,sapien,,Human,Review,Review,164,Review,Urashima,2018,,10.4052/tigg.1734.1SE,https://www.jstage.jst.go.jp/article/tigg/30/172/30_1734.1SE/_article,6_4_3_0_0j
Human,Homo,sapien,,Human,Review,Review,164,Review,Urashima,2018,,10.4052/tigg.1734.1SE,https://www.jstage.jst.go.jp/article/tigg/30/172/30_1734.1SE/_article,6_4_3_0_0m
Human,Homo,sapien,,Human,Review,Review,164,Review,Urashima,2018,,10.4052/tigg.1734.1SE,https://www.jstage.jst.go.jp/article/tigg/30/172/30_1734.1SE/_article,6_4_3_0_0n
