NCBITaxID,DOI,isomer_ID
9805,10.1007/978-1-4615-1371-1_40,3_1_0_0_0a
9940,10.1021/acs.jafc.1c05872,1_2_0_0_0a
9515,10.1016/s0742-8413(99)00080-8,4_1_0_0_0a
9606,10.1021/pr101006u,4_2_2_1_0k
9923,10.1016/j.smallrumres.2013.03.014,3_1_0_0_0f
9590,10.1021/pr1009367,4_2_0_0_0b
9544,10.1021/pr1009367,3_1_1_0_0h
9796,10.1017/S0007114513003772,4_2_0_1_0l
9606,10.4052/tigg.1734.1SE,4_2_0_2_0h
9595,10.1021/pr1009367,2_0_1_0_0b
9483,10.1021/pr1009367,4_2_0_0_0r
9685,10.1371/journal.pone.0243323,3_3_2_0_0a
9606,10.1021/pr100362f,5_3_2_0_0a
9923,10.1016/j.smallrumres.2013.03.014,2_2_0_0_0c
9923,10.1016/j.chroma.2015.09.060,2_0_0_1_1g
9483,10.1021/pr1009367,3_1_1_0_0i
9606,10.4052/tigg.1734.1SE,3_1_1_1_0a
9923,10.1016/j.chroma.2015.09.060,6_0_0_0_0b
9837,10.1021/acs.jafc.1c05872,4_1_0_1_0g
9606,10.4052/tigg.1734.1SE,5_3_2_1_0d
9606,10.4052/tigg.1734.1SE,6_4_2_0_0h
9544,10.1021/pr1009367,5_3_1_0_0l
30548,10.1111/asj.12040,3_0_0_0_0a
9796,10.1002/2211-5463.12460,4_0_0_0_0c
116960,10.1007/978-1-4615-1371-1_40,3_1_2_0_0a
30588,10.1021/pr1009367,3_2_0_0_0f
378754,10.1016/s0304-4165(99)00134-8,6_2_3_0_0b
9838,10.1017/S0007114513003772,2_0_0_0_1b
9913,10.1021/jf300015j,2_2_0_0_0e
9796,10.1002/2211-5463.12460,3_0_0_0_0g
9825,10.3168/jds.2016-10966,1_1_0_1_0e
9606,10.1021/jf0615810,5_3_1_1_0e
9595,10.1021/pr1009367,4_1_0_0_0i
9923,10.1021/acs.jafc.1c05872,5_1_0_0_0h
9796,10.1017/S0007114513003772,4_1_0_0_0a
9923,10.1016/j.carbpol.2020.115965,3_1_0_0_1c
9606,10.1021/acs.jafc.1c05872,3_0_0_0_0f
378754,10.1016/s0304-4165(99)00134-8,3_0_1_0_0b
30548,10.1111/asj.12040,2_0_1_0_0a
9913,10.1021/acs.analchem.0c00342,4_2_0_1_0e
9720,10.1016/s1095-6433(03)00130-2,4_2_0_1_0j
9595,10.1021/pr1009367,4_2_0_1_0c
1446311,10.1021/acs.analchem.0c00342,4_0_0_0_0c
9600,10.1093/glycob/cwp006,2_0_0_1_0a
30588,10.1021/pr1009367,4_2_1_0_0o
9606,10.1021/pr100362f,4_2_0_0_0b
9923,10.1016/j.carbpol.2020.115965,3_0_0_0_1d
9923,10.1016/j.carbpol.2020.115965,2_0_0_1_1f
9923,10.1016/j.chroma.2015.09.060,2_0_0_0_2e
9606,10.1021/jf0615810,6_4_1_0_0i
39293,10.1016/j.ab.2009.03.004,10_8_4_0_0a
9279,10.1007/s10719-015-9600-z,3_0_0_0_0b
9606,10.4052/tigg.1734.1SE,4_2_1_0_0d
30588,10.1021/pr1009367,5_3_0_0_0j
9940,10.1017/S0007114513003772,2_0_0_0_1a
9923,10.1021/acs.jafc.1c05872,1_1_0_1_0c
9606,10.1021/jf0615810,3_1_2_0_0h
9595,10.1093/glycob/cwp006,3_1_0_0_0b
9913,10.1093/glycob/cwt007,4_0_0_0_0e
9643,10.1007/s10719-019-09899-7,4_1_0_0_0b
89462,10.1007/s10719-018-9849-0,3_0_0_0_0a
1446311,10.1021/acs.analchem.0c00342,3_1_0_0_0b
89462,10.1021/acs.analchem.0c00342,4_0_0_1_0b
9923,10.1016/j.chroma.2015.09.060,2_1_0_0_0l
9825,10.1017/S0007114513003772,3_2_0_0_0a
9923,10.1016/j.chroma.2015.09.060,2_1_0_1_0f
9796,10.1017/S0007114513003772,2_1_0_0_0a
9923,10.1021/acs.jafc.1c05872,4_1_0_0_0g
9606,10.4052/tigg.1734.1SE,5_3_0_1_0a
9940,10.1021/acs.jafc.1c05872,3_2_0_0_0f
9923,10.1017/S0007114513003772,3_1_0_0_0b
9825,10.1093/jas/sky212,3_3_0_0_0c
9606,10.1016/bs.accb.2015.08.002,4_2_1_2_0c
30588,10.1021/pr1009367,4_2_1_1_0d
9606,10.1021/pr1009367,4_2_0_1_0q
9785,10.1016/j.cbpb.2008.01.010,2_0_1_1_0a
1446311,10.1021/acs.analchem.0c00342,3_0_0_2_0b
9837,10.3168/jds.2010-3151,3_0_0_0_0e
9940,10.1017/S0007114513003772,2_0_0_2_0b
9940,10.1021/acs.jafc.1c05872,2_2_0_0_1a
9606,10.1021/pr1009367,3_1_1_0_0h
9923,10.1016/j.chroma.2015.09.060,4_2_0_0_0g
9606,10.1021/pr100362f,3_1_1_0_0b
9825,10.1002/elps.201500471,4_2_1_1_0n
9923,10.1021/acs.analchem.0c00342,2_0_1_0_0a
9913,10.1021/acs.jafc.1c05872,2_0_0_2_0b
9606,10.1016/bs.accb.2015.08.002,4_2_2_0_0k
9923,10.1021/acs.analchem.0c00342,3_0_0_2_0e
9606,10.1021/pr101006u,4_2_1_1_0c
9923,10.1016/j.chroma.2015.09.060,3_0_0_0_1c
9796,10.1002/2211-5463.12460,4_2_0_1_0n
9913,10.1021/jf300015j,1_1_0_0_1d
9913,10.1093/glycob/cwt007,2_0_0_1_0a
89462,10.1021/acs.analchem.0c00342,2_0_0_2_0a
9940,10.1017/S0007114513003772,3_0_0_1_0e
9825,10.1017/S0007114513003772,5_2_0_0_0a
39293,10.1016/j.ab.2009.03.004,8_6_4_0_0a
39293,10.1016/j.ab.2009.03.004,8_6_0_0_0a
30588,10.1021/pr1009367,4_2_2_0_0f
9940,10.1021/acs.jafc.1c05872,3_1_0_0_1c
9606,10.1021/acs.jafc.1c05872,3_1_0_1_0f
9923,10.1016/j.carbpol.2020.115965,2_1_0_1_0h
9483,10.1021/pr1009367,5_3_0_0_0m
9913,10.1021/acs.analchem.0c00342,3_3_0_1_0a
9825,10.1021/acs.jafc.6b00497,3_0_0_0_0a
9923,10.1016/j.chroma.2015.09.060,1_1_0_1_0i
10117,10.1016/j.carbpol.2021.117734,2_0_0_2_0a
9606,10.1021/jf0615810,8_6_2_3_0a
9767,10.1016/s1096-4959(02)00083-0,3_1_0_1_0c
379532,10.1007/s10719-012-9370-9,3_0_0_0_0a
9606,10.1021/jf0615810,6_4_4_0_0g
9838,10.1017/S0007114513003772,4_0_0_0_0c
1446311,10.1021/acs.analchem.0c00342,4_2_0_0_0d
9405,10.1111/j.1740-0929.2011.00906.x,3_1_0_0_0b
9825,10.1038/s41598-018-23025-x,1_1_0_1_0g
9606,10.1021/pr101006u,4_1_0_2_0b
9606,10.1016/bs.accb.2015.08.002,4_2_1_1_0f
9825,10.1021/acs.jafc.6b00497,3_1_2_0_0h
9598,10.1007/978-1-4615-1371-1_40,3_1_1_0_0a
9825,10.1093/jas/sky212,4_3_0_0_0a
9923,10.1021/acs.jafc.6b05104,3_0_0_1_0g
9923,10.1017/S0007114513003772,4_0_0_0_0c
9825,10.1038/s41598-018-23025-x,1_2_0_0_0c
9923,10.1016/0008-6215(94)84177-2,3_0_0_0_0e
9825,10.1021/jf100398u,3_1_0_0_0b
9825,10.1038/s41598-018-23025-x,1_2_0_0_0a
9913,10.1093/glycob/cwt007,4_2_0_0_0b
9825,10.3389/fnut.2016.00039,3_1_0_0_0h
39293,10.1016/j.ab.2009.03.004,10_8_1_0_0a
9923,10.1016/j.carbpol.2020.115965,4_2_0_1_0n
9913,10.1021/jf300015j,4_4_1_0_0a
9923,10.1016/j.idairyj.2005.02.003,2_0_0_0_1c
9483,10.1021/pr1009367,3_1_0_0_0i
9913,10.1021/jf300015j,4_5_0_0_0a
9923,10.1016/j.smallrumres.2013.03.014,4_0_0_0_0c
9654,"10.1007/s10719-018-9821-z ",3_1_1_0_0d
9544,10.1021/pr1009367,3_1_0_0_0f
378754,10.1016/s0304-4165(99)00134-8,3_0_1_0_0a
9606,10.4052/tigg.1734.1SE,2_1_0_0_0c
9825,10.3389/fnut.2016.00039,3_0_0_0_0k
9825,10.1038/s41598-018-23025-x,3_2_0_1_0c
9825,10.3389/fnut.2016.00039,3_1_0_1_0g
9483,10.1021/pr1009367,6_4_1_0_0i
9606,10.4052/tigg.1734.1SE,6_4_4_0_0b
9606,10.1016/bs.accb.2015.08.002,6_4_2_0_0m
34828,10.1007/s10719-012-9370-9,3_1_0_0_0b
9923,10.1021/acs.jafc.1c05872,6_0_0_0_0b
9606,10.1016/bs.accb.2015.08.002,1_1_0_1_0a
9923,10.1021/acs.jafc.6b05104,2_0_0_1_1f
9923,10.1021/acs.analchem.0c00342,3_0_0_0_0b
89462,10.1021/acs.analchem.0c00342,3_3_0_0_0c
9606,10.1021/acs.jafc.1c05872,2_2_1_0_0a
9606,10.1021/pr1009367,3_1_0_0_0f
9913,10.1016/j.foodchem.2017.02.104,3_0_0_0_0f
9544,10.1021/pr1009367,2_2_0_1_0a
9598,10.1021/pr1009367,2_0_0_1_0b
30588,10.1021/pr1009367,4_2_1_0_0r
9606,10.1021/acs.jafc.1c05872,3_2_2_0_0b
39293,10.1016/j.ab.2009.03.004,6_4_3_0_0d
9923,10.1021/acs.analchem.0c00342,3_0_0_0_1c
9825,10.1002/elps.201500471,2_1_0_1_0f
9615,10.1371/journal.pone.0243323,6_5_1_1_0a
9923,10.1016/j.chroma.2015.09.060,4_0_0_0_0j
30588,10.1021/pr1009367,4_2_0_0_0k
9923,10.1021/acs.analchem.0c00342,4_2_0_1_0e
9606,10.4052/tigg.1734.1SE,3_1_0_1_0b
9606,10.1016/bs.accb.2015.08.002,6_4_0_1_0a
89462,10.1021/acs.analchem.0c00342,2_0_0_0_1a
9913,10.1093/glycob/cwt007,4_2_0_1_0k
9825,10.1002/elps.201500471,2_0_1_0_0b
9337,10.1007/s10719-014-9533-y,4_1_0_0_0a
1446311,10.1021/acs.analchem.0c00342,2_1_1_0_0e
9544,10.1021/pr1009367,3_1_0_0_0b
9825,10.1002/elps.201500471,3_1_0_0_0f
10090,10.1016/j.carbpol.2021.117734,3_0_0_1_0e
9923,10.1017/S0007114513003772,3_3_0_0_0a
30588,10.1021/pr1009367,4_1_0_0_0g
9940,10.1017/S0007114513003772,3_1_0_0_0b
9606,10.1016/bs.accb.2015.08.002,4_2_1_0_0l
9825,10.1017/S0007114513003772,3_1_0_0_0f
9825,10.1038/s41598-018-23025-x,4_2_0_0_0g
9606,10.1021/jf0615810,4_2_3_0_0e
9606,10.4052/tigg.1734.1SE,3_1_0_2_0a
9598,10.1021/pr1009367,2_0_1_1_0b
9923,10.1021/acs.jafc.1c05872,3_2_0_0_0f
38626,10.1007/s10719-013-9484-8,3_0_0_0_0b
9923,10.1016/j.carbpol.2020.115965,3_1_0_1_0f
9825,10.1017/S0007114513003772,4_1_0_1_0d
89462,10.1021/acs.analchem.0c00342,2_0_0_0_1b
9940,10.1021/acs.jafc.1c05872,2_0_1_0_0c
9606,10.1021/acs.jafc.1c05872,5_2_0_1_0c
9923,10.1016/j.chroma.2015.09.060,3_0_0_0_0l
9838,10.1017/S0007114513003772,3_0_0_0_0b
9685,10.1371/journal.pone.0243323,4_0_0_0_0d
9606,10.1021/pr1009367,6_4_1_0_0m
9913,10.1021/jf300015j,2_0_0_1_0a
9606,10.4052/tigg.1734.1SE,3_0_0_0_0c
9923,10.1021/acs.jafc.1c05872,6_1_0_0_0b
9606,10.4052/tigg.1734.1SE,4_2_2_0_0k
9598,10.1021/pr1009367,3_1_2_0_0i
9615,10.1371/journal.pone.0243323,3_1_0_0_0f
9544,10.1021/pr1009367,4_2_1_1_0n
9913,10.1016/j.idairyj.2003.11.006,2_0_0_1_0a
9923,10.1017/S0007114513003772,2_1_0_0_0a
9940,10.1017/S0007114513003772,2_1_0_0_0c
9913,10.1093/glycob/cwt007,1_1_0_1_0a
39304,10.1016/j.cbpc.2003.12.009,6_4_2_1_0a
9258,10.1007/BF01050469,4_2_3_0_0d
9923,10.1016/j.chroma.2015.09.060,2_1_0_0_0k
9615,10.1371/journal.pone.0243323,3_0_0_0_0f
9258,10.1093/glycob/cwv010,4_2_1_2_0h
9606,10.1021/acs.analchem.0c00342,3_1_0_0_0a
9606,10.1021/pr1009367,6_4_0_0_0i
9825,10.3168/jds.2016-10966,4_2_0_1_0n
9615,10.1007/978-1-4615-1371-1_40,3_1_0_0_0a
9598,10.1021/pr1009367,3_0_0_1_0g
9606,10.4052/tigg.1734.1SE,6_4_4_0_0d
9606,10.1021/acs.jafc.1c05872,3_2_1_0_0e
9598,10.1021/pr1009367,4_2_2_0_0q
9825,10.1038/s41598-018-23025-x,1_1_0_1_0f
9923,10.1016/j.smallrumres.2013.03.014,1_1_0_1_0b
71006,10.1111/j.1740-0929.2008.00583.x,3_0_0_0_0a
9923,10.1016/j.smallrumres.2013.03.014,3_3_1_0_0b
9825,10.1093/jas/sky212,3_3_0_0_0d
9825,10.1017/S0007114513003772,3_3_0_0_0a
9793,10.1039/c8fo02584c,3_1_0_0_1b
9606,10.1021/acs.analchem.0c00342,3_2_1_0_0f
9923,10.1016/j.chroma.2015.09.060,2_1_0_0_0o
9825,10.1038/s41598-018-23025-x,1_2_0_1_0b
31869,10.1007/s10719-012-9370-9,3_1_0_0_0b
9913,10.1021/acs.analchem.0c00342,4_0_0_0_0b
9590,10.1021/pr1009367,4_1_0_1_0h
9940,10.1017/S0007114513003772,3_0_0_0_0e
39304,10.1016/j.cbpc.2003.12.009,2_0_1_0_0a
9606,10.1016/bs.accb.2015.08.002,4_2_2_0_0b
9606,10.1016/bs.accb.2015.08.002,3_2_1_0_0h
1446311,10.1021/acs.analchem.0c00342,1_1_1_0_0d
9606,10.1016/bs.accb.2015.08.002,6_4_2_0_0f
9796,10.1002/2211-5463.12460,4_1_0_0_0g
9595,10.1021/pr1009367,4_2_0_0_0b
9923,10.1016/j.chroma.2015.09.060,2_0_0_1_0b
9913,10.1021/jf300015j,3_0_0_0_0h
9923,10.1016/j.smallrumres.2013.03.014,3_1_1_0_0e
9544,10.1021/pr1009367,4_2_0_0_0b
9796,10.1021/acs.jafc.5b01127,2_0_0_1_0b
9923,10.1021/acs.jafc.1c00499,2_0_0_1_0b
9598,10.1021/pr1009367,4_1_1_0_0j
9598,10.1021/pr1009367,4_2_0_1_0c
9606,10.1021/pr101006u,1_1_0_1_0a
9923,10.1021/acs.analchem.0c00342,3_3_0_0_0d
9615,10.1371/journal.pone.0243323,4_0_0_0_0d
9606,10.1021/jf0615810,4_2_4_0_0b
9913,10.1021/jf300015j,3_1_0_1_0f
31869,10.1007/s10719-012-9370-9,3_1_1_0_0c
9913,10.1021/jf300015j,3_2_0_0_0f
34828,10.1007/s10719-012-9370-9,4_2_1_0_0d
9913,10.1017/S0007114513003772,3_0_0_1_0e
9598,10.1021/pr1009367,3_2_0_1_0b
9923,10.1016/j.carbpol.2020.115965,2_2_0_0_0c
9940,10.1017/S0007114513003772,4_1_0_0_1b
9606,10.1016/bs.accb.2015.08.002,6_4_3_0_0i
9595,10.1021/pr1009367,3_1_1_0_0h
9923,10.1016/j.chroma.2015.09.060,3_0_0_0_0i
9598,10.1021/pr1009367,2_0_0_1_0a
9783,10.1016/j.cbpa.2006.08.001,5_2_1_1_0a
9825,10.1038/s41598-018-23025-x,2_1_0_0_0m
30588,10.1021/pr1009367,3_2_0_0_0i
9923,10.1021/acs.analchem.0c00342,3_3_0_0_0c
9923,10.1016/j.carbpol.2020.115965,8_0_0_0_0b
9913,10.1038/s41598-019-41956-x,2_1_0_0_0k
69260,10.1007/978-1-4615-1371-1_40,3_1_2_0_0a
9606,10.1021/jf0615810,4_1_2_0_0c
9598,10.1021/pr1009367,3_1_1_0_0c
9544,10.1021/pr1009367,4_2_2_0_0n
9606,10.1016/bs.accb.2015.08.002,4_2_1_1_0j
9923,10.1016/j.carbpol.2020.115965,7_0_0_0_0b
9544,10.1021/pr1009367,3_1_1_0_0c
9595,10.1021/pr1009367,4_1_1_0_0g
9483,10.1021/pr1009367,5_3_0_1_0c
9923,10.1016/j.idairyj.2005.02.003,2_0_0_1_1c
9923,10.1021/acs.analchem.0c00342,3_2_0_0_0g
9923,10.1016/j.chroma.2015.09.060,3_1_1_0_0h
9590,10.1093/glycob/cwp006,4_2_0_1_0d
9720,10.1016/s1095-6433(03)00130-2,3_1_0_0_0b
9940,10.1017/S0007114513003772,4_1_0_0_0a
9544,10.1021/pr1009367,4_2_0_0_0h
9923,10.1016/j.chroma.2015.09.060,1_1_0_1_0h
9825,10.1017/S0007114513003772,1_1_0_2_0a
9606,10.1021/acs.analchem.0c00342,4_2_0_1_0d
9258,10.1071/bi9830129,4_2_3_0_0i
9337,10.1007/s10719-014-9533-y,3_0_0_0_0b
9606,10.4052/tigg.1734.1SE,6_4_0_0_0e
9825,10.3168/jds.2016-10966,3_2_0_0_0g
9606,10.1016/bs.accb.2015.08.002,4_2_1_1_0o
9544,10.1021/pr1009367,5_3_2_1_0h
9923,10.1017/S0007114513003772,3_2_0_0_0a
9825,10.1093/jas/sky212,4_2_1_0_0o
9258,10.1093/glycob/cwv010,4_2_2_1_0v
9940,10.1017/S0007114513003772,2_0_0_2_0a
9685,10.1371/journal.pone.0243323,4_1_1_0_0g
9405,10.1111/j.1740-0929.2011.00906.x,4_2_0_0_0b
9598,10.1021/pr1009367,3_1_1_0_0i
9544,10.1007/s10719-010-9315-0,2_0_0_1_0b
9923,10.1016/j.carbpol.2020.115965,4_0_0_0_0d
9913,10.1021/acs.analchem.0c00342,3_0_0_0_0a
9544,10.1021/pr1009367,5_3_1_0_0k
9606,10.4052/tigg.1734.1SE,6_4_4_0_0c
9595,10.1021/pr1009367,4_2_0_1_0n
9261,10.1016/s0008-6215(00)81046-0,2_0_1_0_0a
9796,10.1017/S0007114513003772,1_1_0_1_0b
9825,10.1002/elps.201500471,2_0_0_1_0a
9825,10.3168/jds.2016-10966,3_0_0_1_0h
9606,10.1016/bs.accb.2015.08.002,5_3_2_0_0n
9913,10.1093/glycob/cwt007,2_1_0_1_0b
9825,10.1017/S0007114513003772,3_0_0_0_0a
30588,10.1021/pr1009367,3_1_0_0_0p
32536,10.1007/s10719-019-09899-7,3_0_0_0_0a
30521,10.1016/j.molstruc.2016.03.065,4_2_0_0_0i
9913,10.1021/acs.jafc.8b01041,3_1_0_0_0b
9913,10.1016/j.foodchem.2017.02.104,2_1_0_0_0k
9923,10.1016/j.carbpol.2020.115965,2_0_0_0_2c
9606,10.4052/tigg.1734.1SE,5_3_2_0_0s
9544,10.1021/pr1009367,5_3_0_1_0b
39304,10.1016/j.cbpc.2003.12.009,3_1_1_0_0d
9923,10.1021/acs.jafc.1c05872,2_0_0_0_1d
9590,10.1021/pr1009367,4_2_0_1_0c
9598,10.1021/pr1009367,3_0_1_0_0f
9837,10.3168/jds.2010-3151,2_0_0_1_0b
127582,10.1007/978-1-4615-1371-1_40,2_0_1_0_0a
9595,10.1021/pr1009367,3_1_0_1_0f
9595,10.1021/pr1009367,5_3_3_1_0c
9923,10.1021/acs.analchem.0c00342,4_2_2_0_0i
9913,10.1021/acs.analchem.0c00342,3_1_0_1_0c
9606,10.4052/tigg.1734.1SE,4_2_1_1_0q
9913,10.1093/glycob/cwt007,3_0_0_0_0a
34828,10.1007/s10719-012-9370-9,3_0_0_0_0a
9913,10.1093/glycob/cwt007,3_1_0_0_0g
30521,10.1016/j.idairyj.2020.104727,2_0_0_1_0a
9923,10.1016/j.chroma.2015.09.060,2_0_0_0_2f
9793,10.1016/j.lwt.2019.108437,2_0_0_1_0b
10117,10.1016/j.carbpol.2021.117734,1_1_0_1_0b
9825,10.1021/acs.jafc.6b00497,2_0_1_0_0a
30588,10.1021/pr1009367,3_0_0_1_0g
9785,10.1016/j.cbpb.2008.01.010,2_0_0_1_0b
1446311,10.1021/acs.analchem.0c00342,4_2_2_0_0a
9606,10.1021/pr100362f,4_2_2_0_0b
9825,10.1017/S0007114513003772,4_1_0_0_0a
9825,10.3389/fnut.2016.00039,4_0_0_0_0c
9606,10.1021/acs.jafc.1c05872,3_1_0_0_0f
29073,10.1016/s0304-4165(00)00103-3,2_1_1_0_0b
9923,10.1016/j.carbpol.2020.115965,2_0_0_1_0a
9825,10.1017/S0007114513003772,3_0_0_0_0b
9923,10.1021/acs.jafc.6b05104,3_1_0_0_0j
9281,10.1007/s10719-016-9675-1,8_3_0_1_0a
9606,10.4052/tigg.1734.1SE,5_3_2_0_0t
9606,10.1021/pr1009367,5_3_3_0_0m
9913,10.1021/acs.analchem.0c00342,4_1_0_1_0a
9825,10.1017/S0007114513003772,4_0_0_0_0c
9913,10.1038/s41598-019-41956-x,3_1_0_0_0f
9793,10.1039/c8fo02584c,2_0_0_1_0b
9923,10.1021/acs.analchem.0c00342,2_1_0_0_0d
9837,10.1021/acs.jafc.1c05872,3_0_0_0_0f
9913,10.1093/glycob/cwt007,2_1_1_0_0c
9825,10.3389/fnut.2016.00039,1_1_1_0_0b
9606,10.1021/pr101006u,5_3_2_1_0a
9825,10.1093/jas/sky212,2_0_1_0_0c
9643,10.1007/978-1-4615-1371-1_40,3_1_0_0_0a
9606,10.1021/pr101006u,2_0_0_1_0a
9940,10.1017/S0007114513003772,4_2_0_0_0b
9544,10.1007/s10719-010-9315-0,2_0_0_1_0a
1446311,10.1021/acs.analchem.0c00342,3_2_0_0_0f
9796,10.1002/2211-5463.12460,2_2_0_0_0c
9606,10.1021/acs.analchem.0c00342,5_2_2_0_0c
9940,10.1017/S0007114513003772,3_3_0_0_0a
9825,10.3389/fnut.2016.00039,3_1_0_0_0f
89462,10.1021/acs.analchem.0c00342,3_3_0_1_0a
9825,10.3389/fnut.2016.00039,3_2_0_1_0b
9598,10.1021/pr1009367,2_1_0_0_0n
9643,10.1007/s10719-019-09899-7,3_1_2_0_0a
30588,10.1021/pr1009367,3_2_0_0_0h
1446311,10.1021/acs.analchem.0c00342,7_0_0_0_0a
9913,10.1021/acs.analchem.0c00342,4_1_0_1_0g
9923,10.1017/S0007114513003772,1_1_0_0_1a
9796,10.1002/2211-5463.12460,3_0_0_0_0i
9923,10.1016/j.carbpol.2020.115965,3_0_0_0_0f
9606,10.1016/bs.accb.2015.08.002,2_0_1_0_0a
9595,10.1021/pr1009367,3_0_1_0_0e
9598,10.1021/pr1009367,4_2_1_0_0s
9923,10.1021/acs.jafc.6b05104,3_0_0_0_0h
9825,10.1093/jas/sky212,3_0_0_0_0i
9796,10.1002/2211-5463.12460,5_0_0_0_0c
9923,10.1016/j.chroma.2015.09.060,4_0_0_0_0e
9685,10.1371/journal.pone.0243323,2_0_0_0_1d
9913,10.1021/jf300015j,4_0_0_0_0e
1446311,10.1111/j.1740-0929.2010.00787.x,2_0_0_1_0a
9785,10.1016/j.cbpb.2008.01.010,2_0_0_0_1a
9483,10.1021/pr1009367,3_1_0_1_0b
9544,10.1021/pr1009367,4_3_1_0_0b
9678,10.1016/j.cbpa.2008.09.013,3_1_0_0_0b
9606,10.1021/pr1009367,5_3_1_0_0l
9913,10.1021/jf300015j,6_2_0_0_0d
9483,10.1021/pr1009367,5_3_0_0_0b
9913,10.1016/j.foodchem.2017.02.104,3_1_0_0_0f
9606,10.1021/acs.analchem.0c00342,3_0_0_0_0e
9940,10.1021/acs.jafc.1c05872,4_3_0_0_0a
9595,10.1021/pr1009367,4_2_1_0_0o
9825,10.1002/elps.201500471,2_0_0_2_0c
9923,10.1016/j.chroma.2015.09.060,2_1_0_0_0m
9606,10.1021/pr1009367,3_1_1_0_0i
9825,10.3389/fnut.2016.00039,3_0_0_1_0i
9923,10.1016/j.smallrumres.2013.03.014,3_0_0_0_0e
9606,10.4052/tigg.1734.1SE,4_2_1_1_0i
9825,10.1021/jf100398u,4_1_0_1_0j
9258,10.1093/glycob/cwv010,4_2_1_2_0i
9923,10.1016/s0305-0491(96)00269-6,2_0_0_1_0a
9923,10.1021/acs.jafc.1c05872,5_2_1_0_0b
9606,10.4052/tigg.1734.1SE,5_3_3_0_0g
9923,10.1021/acs.jafc.6b05104,3_0_0_0_0k
30588,10.1021/pr1009367,3_1_0_1_0a
9796,10.1021/acs.jafc.5b01127,4_2_0_0_0a
9825,10.1021/jf100398u,3_1_0_1_0c
9279,10.1007/s10719-015-9600-z,6_2_0_0_0b
9590,10.1021/pr1009367,5_3_0_0_0m
9544,10.1021/pr1009367,3_1_0_0_0g
9940,10.1021/acs.jafc.1c05872,2_1_0_0_1a
9825,10.3389/fnut.2016.00039,2_2_0_0_0c
9595,10.1021/pr1009367,4_2_2_0_0n
378754,10.1016/s0304-4165(99)00134-8,2_0_1_0_0a
9590,10.1021/pr1009367,3_1_0_0_0a
9825,10.1021/acs.jafc.6b00497,3_1_1_1_0e
9606,10.1021/acs.analchem.0c00342,8_6_4_0_0b
9913,10.1021/jf300015j,3_1_0_0_0g
9595,10.1021/pr1009367,3_1_0_1_0b
9923,10.1016/j.smallrumres.2013.03.014,3_0_0_2_0b
9785,10.1016/j.cbpb.2008.01.010,3_1_0_1_0c
9615,10.1371/journal.pone.0243323,2_1_1_0_0e
9825,10.1093/jas/sky212,4_2_1_0_0r
9913,10.1017/S0007114513003772,4_1_0_1_0e
9606,10.1021/pr1009367,4_2_0_1_0p
39293,10.1016/j.ab.2009.03.004,8_6_1_0_0a
9913,10.1093/glycob/cwt007,3_1_0_0_0i
9685,10.1371/journal.pone.0243323,4_2_1_0_0k
30588,10.1021/pr1009367,3_1_0_0_0o
9606,10.4052/tigg.1734.1SE,5_3_3_0_0d
9544,10.1021/pr1009367,4_2_1_1_0w
39293,10.1016/s1096-4959(00)00327-4,4_2_1_0_0f
9606,10.4052/tigg.1734.1SE,4_2_1_0_0h
127582,10.1007/978-1-4615-1371-1_40,3_1_0_0_0b
9606,10.1021/pr1009367,6_4_0_1_0b
9913,10.1093/glycob/cwt007,4_0_0_0_0d
9825,10.1038/s41598-018-23025-x,4_2_0_1_0m
9685,10.1371/journal.pone.0243323,3_0_0_0_0f
9598,10.1021/pr1009367,2_0_2_0_0c
1446311,10.1021/acs.analchem.0c00342,3_0_0_1_0h
9913,10.1038/s41598-019-41956-x,2_0_0_2_0b
9923,10.1021/acs.jafc.1c05872,4_0_0_0_0c
9606,10.1021/pr101006u,1_1_1_1_0a
9838,10.1017/S0007114513003772,4_2_1_0_0n
9606,10.1021/pr100362f,4_2_0_0_0c
29073,10.1016/j.cbpc.2003.09.001,3_0_1_0_0b
9837,10.1021/acs.jafc.1c05872,5_2_0_0_0c
9923,10.1016/j.jfoodeng.2017.06.009,2_0_0_1_0a
9606,10.1021/pr1009367,7_5_0_0_0b
30588,10.1021/pr1009367,2_1_0_0_0n
89462,10.1021/acs.analchem.0c00342,4_1_1_1_0a
9913,10.1017/S0007114513003772,4_2_0_0_0b
9606,10.1021/acs.analchem.0c00342,7_5_2_0_0b
89462,10.1021/acs.analchem.0c00342,3_0_0_2_0e
9825,10.1021/jf100398u,1_1_0_0_1b
9615,10.1007/978-1-4615-1371-1_40,3_1_0_0_0b
9913,10.1021/acs.analchem.0c00342,4_2_0_1_0d
9837,10.1021/acs.jafc.1c05872,3_2_0_1_0b
9595,10.1007/978-1-4615-1371-1_40,2_0_1_0_0a
9606,10.1021/pr101006u,4_2_1_1_0k
34828,10.1007/s10719-012-9370-9,2_0_0_1_0b
9595,10.1021/pr1009367,4_1_3_0_0b
9337,10.1007/s10719-014-9533-y,5_1_0_1_0a
9544,10.1021/pr1009367,5_3_0_0_0j
9923,10.1016/j.idairyj.2020.104727,2_0_0_1_0b
9913,10.1021/jf300015j,4_3_0_0_0a
9598,10.1021/pr1009367,4_1_0_1_0g
9606,10.1021/jf0615810,3_1_1_0_0h
30588,10.1021/pr1009367,2_1_0_1_0f
